symbol,yahoo_ticker,market_cap,isin,name,market,icb_industry,icb_supersector,icb_sector,icb_subsector
ACAN,ACAN.PA,36543428.0,FR0000064602,ACANTHE DEV.,XPAR,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102030, Office REITs"
ALHYP,ALHYP.PA,35358252.0,FR0012821916,HIPAY GROUP,ALXP,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205015, Transaction Processing Services"
ALODY,ALODY.PA,34730756.0,FR001400U4P9,ODYSSEE TECHNO,ALXP,"50, Industrials","5020, Industrial Goods and Services","502040, Industrial Engineering","50204000, Machinery: Industrial"
ALDMS,ALDMS.PA,34473404.0,FR0012202497,DIAGNOSTIC MEDICAL,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
ALHRS,ALHRS.PA,34334068.0,FR0014001PM5,HYDROGEN REFUELING,ALXP,"60, Energy","6010, Energy","601020, Alternative Energy","60102010, Alternative Fuels"
ARTE,ARTE.PA,34173656.0,FR0012185536,ARTEA,XPAR,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
ALMKT,ALMKT.PA,33919512.0,FR0010609263,MAUNA KEA TECH,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
ALUNT,ALUNT.PA,33221580.0,FR0012709160,UNITI,ALXP,"35, Real Estate","3510, Real Estate","351020, Real Estate Investment Trusts","35102040, Residential REITs"
ALFOR,ALFOR.PA,31748836.0,FR0014005SB3,FORSEE POWER,ALXP,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202010, Electrical Components"
ALGEN,ALGEN.PA,30230840.0,FR0004053510,GENOWAY,ALXP,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
ALCBI,ALCBI.PA,29895890.0,FR0014007LW0,CBI,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203040, Electronic Entertainment"
ALMIN,ALMIN.PA,29502574.0,FR0004172450,MINT,ALXP,"65, Utilities","6510, Utilities","651010, Electricity","65101010, Alternative Electricity"
ALBPK,ALBPK.PA,28960868.0,FR001400AJZ7,BROADPEAK,ALXP,"15, Telecommunications","1510, Telecommunications","151010, Telecommunications Equipment","15101010, Telecommunications Equipment"
ALITL,ALITL.PA,28942936.0,FR0000072597,IT LINK,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
GRVO,GRVO.PA,28791156.0,FR0000065971,GRAINES VOLTZ,XPAR,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401025, Home Improvement Retailers"
ALHUN,ALHUN.PA,28757654.0,FR0014007LQ2,HUNYVERS,ALXP,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401030, Specialty Retailers"
ALNSC,ALNSC.PA,28356272.0,FR0000064529,NSC GROUPE,ALXP,"50, Industrials","5020, Industrial Goods and Services","502040, Industrial Engineering","50204050, Machinery: Specialty"
ALIMP,ALIMP.PA,28015938.0,FR0013470168,IMPLANET,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
ALPRG,ALPRG.PA,27651008.0,FR0010380626,PROLOGUE,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
ALTOU,ALTOU.PA,27484720.0,FR0000033003,TOUAX,ALXP,"50, Industrials","5020, Industrial Goods and Services","502060, Industrial Transportation","50206030, Marine Transportation"
ALMER,ALMER.PA,27186756.0,FR0010776617,SAPMER,ALXP,"45, Consumer Staples","4510, Food, Beverage and Tobacco","451020, Food Producers","45102010, Farming, Fishing, Ranching and Plantations"
ALCOG,ALCOG.PA,26632120.0,FR0011071570,COGRA,ALXP,"55, Basic Materials","5510, Basic Resources","551010, Industrial Materials","55101010, Forestry"
ALNTG,ALNTG.PA,26102836.0,FR0004154060,NETGEM,ALXP,"15, Telecommunications","1510, Telecommunications","151020, Telecommunications Service Providers","15102015, Telecommunications Services"
ALHAF,ALHAF.PA,25783982.0,FR0014007ND6,HAFFNER ENERGY,ALXP,"60, Energy","6010, Energy","601020, Alternative Energy","60102010, Alternative Fuels"
ALDAR,ALDAR.PA,25603952.0,FR0000185423,DAMARTEX,ALXP,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401020, Apparel Retailers"
ALVAL,ALVAL.PA,25223048.0,FR0013254851,VALBIOTIS,ALXP,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
NACON,NACON.PA,24409120.0,FR0013482791,NACON,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203040, Electronic Entertainment"
ALTAI,ALTAI.PA,24330310.0,FR0013230950,LIGHTON,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
EDI,EDI.PA,23730290.0,FR0000064404,MEDIA 6,XPAR,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
ALROC,ALROC.PA,23300518.0,FR0010523167,ROCTOOL,ALXP,"50, Industrials","5020, Industrial Goods and Services","502040, Industrial Engineering","50204000, Machinery: Industrial"
ALDLS,ALDLS.PA,23236744.0,FR0010404368,D.L.S.I.,ALXP,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205025, Business Training and Employment Agencies"
ALMCE,ALMCE.PA,23119896.0,FR001400H3A0,MON COURTIER ENERG,ALXP,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205020, Professional Business Support Services"
ALWTR,ALWTR.PA,22862346.0,FR001400IUV6,WATERA,ALXP,"65, Utilities","6510, Utilities","651020, Gas, Water and Multi-utilities","65102030, Water"
ALU10,ALU10.PA,22538584.0,FR0000079147,U10 CORP,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402020, Household Goods and Home Construction","40202015, Household Furnishings"
ALIKO,ALIKO.PA,21831460.0,FR00140048X2,IKONISYS,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
MDM,MDM.PA,21563190.0,FR0013153541,MAISONS DU MONDE,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402020, Household Goods and Home Construction","40202015, Household Furnishings"
ALGID,ALGID.PA,21137568.0,FR0000072373,EGIDE,ALXP,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202010, Electrical Components"
ALXIL,ALXIL.PA,21101566.0,FR0004034072,XILAM ANIMATION,ALXP,"40, Consumer Discretionary","4030, Média","403010, Média","40301035, Radio and TV Broadcasters"
ALHIT,ALHIT.PA,20959078.0,FR0010396309,HITECHPROS,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
ALTD,ALTD.PA,20954818.0,FR001400H2X4,TONNER DRONES,ALXP,"50, Industrials","5020, Industrial Goods and Services","502010, Aerospace and Defense","50201010, Aerospace"
ALLOG,ALLOG.PA,20883272.0,FR0000044943,LOGIC INSTRUMENT,ALXP,"10, Technology","1010, Technology","101020, Technology Hardware and Equipment","10102030, Computer Hardware"
SIGHT,SIGHT.PA,20657140.0,FR0013183985,GENSIGHT BIOLOGICS,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
ALBIO,ALBIO.PA,20551582.0,FR0011005933,BIOSYNEX,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
FINM,FINM.PA,19967538.0,FR0000060824,FINANCIERE MARJOS,XPAR,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401020, Apparel Retailers"
ALFUM,ALFUM.PA,19870276.0,FR001400AEM6,FILL UP MEDIA,ALXP,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
PRC,PRC.PA,19821514.0,FR0000074783,ARTMARKET COM,XPAR,"40, Consumer Discretionary","4030, Média","403010, Média","40301030, Publication"
ALPAS,ALPAS.PA,19505688.0,FR0000038465,PASSAT,ALXP,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
ALCWE,ALCWE.PA,19251178.0,FR001400AJ60,CHARWOOD ENERGY,ALXP,"65, Utilities","6510, Utilities","651010, Electricity","65101010, Alternative Electricity"
ALTUV,ALTUV.PA,18295238.0,FR0013345493,BIO-UV GROUP,ALXP,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202020, Electronic Equipment: Control and Filter"
ALTRI,ALTRI.PA,17882736.0,FR0010397901,TRILOGIQ,ALXP,"50, Industrials","5020, Industrial Goods and Services","502040, Industrial Engineering","50204000, Machinery: Industrial"
AELIS,AELIS.PA,17398242.0,FR0014007ZB4,AELIS FARMA,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
FIPP,FIPP.PA,16724716.0,FR0000038184,FIPP,XPAR,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202000, Diversified Financial Services"
VMX,VMX.PA,16236107.0,FR0010291245,VERIMATRIX,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
ALVIN,ALVIN.PA,16028508.0,FR001400AXT1,VINPAI,ALXP,"45, Consumer Staples","4510, Food, Beverage and Tobacco","451020, Food Producers","45102030, Fruit and Grain Processing"
ALGIR,ALGIR.PA,15601284.0,FR0000060790,SIGNAUX GIROD,ALXP,"50, Industrials","5020, Industrial Goods and Services","502040, Industrial Engineering","50204000, Machinery: Industrial"
OREGE,OREGE.PA,15492797.0,FR0010609206,OREGE,XPAR,"65, Utilities","6510, Utilities","651030, Waste and Disposal Services","65103035, Waste and Disposal Services"
ALSAS,ALSAS.PA,15478920.0,FR0000074775,STRADIM ESPAC.FIN,ALXP,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
ALEMG,ALEMG.PA,15279546.0,FR0000075343,LABO EUROMEDIS,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102015, Medical Supplies"
ALSEC,ALSEC.PA,15153065.0,FR0000078321,SODITECH,ALXP,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205020, Professional Business Support Services"
ALNRG,ALNRG.PA,14727002.0,FR0013399359,ENERGISME,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
ALBIZ,ALBIZ.PA,14262778.0,FR0014003711,OBIZ,ALXP,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
HDP,HDP.PA,13961394.0,FR0004165801,HOTELS DE PARIS,XPAR,"40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501025, Hotels and Motels"
ALKKO,ALKKO.PA,13841741.0,FR0013374667,KKO INTERNATIONAL,ALXP,"45, Consumer Staples","4510, Food, Beverage and Tobacco","451020, Food Producers","45102010, Farming, Fishing, Ranching and Plantations"
ALEMV,ALEMV.PA,13798520.0,FR0013356755,EMOVA GROUP,ALXP,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401030, Specialty Retailers"
POXEL,POXEL.PA,13684142.0,FR0012432516,POXEL,XPAR,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
ALIBR,ALIBR.PA,13364664.0,FR0014004QR6,CALIBRE,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203045, Toys"
ALHF,ALHF.PA,13352035.0,FR0000038531,HF COMPANY,ALXP,"15, Telecommunications","1510, Telecommunications","151010, Telecommunications Equipment","15101010, Telecommunications Equipment"
ALINS,ALINS.PA,13270825.0,FR0011179886,INTRASENSE,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
ALBOA,ALBOA.PA,12776808.0,FR0011365907,BOA CONCEPT,ALXP,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205020, Professional Business Support Services"
ALNXT,ALNXT.PA,12252324.0,FR0004171346,NEXTEDIA,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
ALRGR,ALRGR.PA,12236714.0,FR0000037640,ROUGIER S.A.,ALXP,"55, Basic Materials","5510, Basic Resources","551010, Industrial Materials","55101010, Forestry"
ALECO,ALECO.PA,11971060.0,FR0013534617,ECOMIAM,ALXP,"45, Consumer Staples","4520, Personal Care, Drug and Grocery Stores","452010, Personal Care, Drug and Grocery Stores","45201010, Food Retailers and Wholesalers"
ALTRA,ALTRA.PA,11904179.0,FR0014014ZV8,TRACTIAL,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101020, Consumer Digital Services"
ALMGI,ALMGI.PA,11764905.0,FR0010204453,MG INTERNATIONAL,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203050, Recreational Products"
ALGLD,ALGLD.PA,11747855.0,FR0011208693,GOLD BY GOLD,ALXP,"55, Basic Materials","5510, Basic Resources","551030, Precious Metals and Mining","55103025, Gold Mining"
ALNFL,ALNFL.PA,11354329.0,FR0014003XT0,NFL BIOSCIENCES,ALXP,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
ALMLB,ALMLB.PA,11067979.0,FR0013053535,MILIBOO,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402020, Household Goods and Home Construction","40202015, Household Furnishings"
ALCOF,ALCOF.PA,11043072.0,FR0013257409,COFIDUR,ALXP,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202040, Electronic Equipment: Other"
EFI,EFI.PA,10874249.0,FR0000061475,EURASIA FONC INV,XPAR,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
ALVGO,ALVGO.PA,10860837.0,FR0011532225,VOGO,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
ALTXC,ALTXC.PA,10804552.0,FR0010654087,TXCOM,ALXP,"15, Telecommunications","1510, Telecommunications","151010, Telecommunications Equipment","15101010, Telecommunications Equipment"
ALPRI,ALPRI.PA,10796928.0,FR0004044600,PRISMAFLEX INTL,ALXP,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
ALPRE,ALPRE.PA,10639356.0,FR0010169920,PREDILIFE,ALXP,"20, Health Care","2010, Health Care","201010, Health Care Providers","20101025, Health Care Services"
SFCA,SFCA.PA,10490488.0,FR0010209809,SOC FRANC CASINOS,XPAR,"40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501020, Casinos and Gambling"
ALI2S,ALI2S.PA,10306570.0,FR0005854700,I2S,ALXP,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202025, Electronic Equipment: Gauges and Meters"
ALWIT,ALWIT.PA,9408570.0,FR0013143872,WITBE,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
ALCBX,ALCBX.PA,9391775.0,FR0000054322,CIBOX INTER A CTIV,ALXP,"10, Technology","1010, Technology","101020, Technology Hardware and Equipment","10102030, Computer Hardware"
ALEUA,ALEUA.PA,9242114.0,FR0010844001,EURASIA GROUPE,ALXP,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
ALSGD,ALSGD.PA,9222242.0,FR0011464452,SPINEGUARD,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
ALERO,ALERO.PA,9124692.0,FR0010157115,EUROLAND CORPORATE,ALXP,"30, Financials","3020, Financial Services","302020, Investment Banking and Brokerage Services","30202015, Investment Services"
ALQWA,ALQWA.PA,8978517.0,FR0010889386,QWAMPLIFY,ALXP,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
ALOPM,ALOPM.PA,8790064.0,FR001400CM63,ONCODESIGN PM,ALXP,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
ALGTR,ALGTR.PA,8726192.0,FR0013429404,GROUPE TERA,ALXP,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202030, Electronic Equipment: Pollution Control"
AUGR,AUGR.PA,8586088.0,FR0000061780,AUGROS COSMETIC,XPAR,"50, Industrials","5020, Industrial Goods and Services","502030, General Industrials","50203030, Containers and Packaging"
ALWF,ALWF.PA,8118351.0,FR0014000P11,WINFARM,ALXP,"45, Consumer Staples","4510, Food, Beverage and Tobacco","451020, Food Producers","45102010, Farming, Fishing, Ranching and Plantations"
ALBLU,ALBLU.PA,8100594.0,FR0011041011,BLUELINEA,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
ALVAP,ALVAP.PA,8048523.0,FR0013419876,KUMULUS VAPE,ALXP,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401030, Specialty Retailers"
COUR,COUR.PA,8031627.0,FR0000065393,COURTOIS,XPAR,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
ALNN6,ALNN6.PA,7999157.0,FR0013330792,ENENSYS,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
ALAGO,ALAGO.PA,7853002.0,FR0014004339,E PANGO,ALXP,"65, Utilities","6510, Utilities","651010, Electricity","65101010, Alternative Electricity"
EEM,EEM.PA,7830598.0,FR0000035719,ELECT. MADAGASCAR,XPAR,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
ALUPG,ALUPG.PA,7785094.0,FR0010337865,UPERGY,ALXP,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401010, Diversified Retailers"
ALGRO,ALGRO.PA,7616841.0,FR0014005ZM5,GROLLEAU,ALXP,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205010, Industrial Suppliers"
ALPAT,ALPAT.PA,7603463.0,FR0010785790,PLANT ADVANCED,ALXP,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
ALEO2,ALEO2.PA,7561426.0,FR0010465534,EO2,ALXP,"60, Energy","6010, Energy","601020, Alternative Energy","60102010, Alternative Fuels"
ALINN,ALINN.PA,7421121.0,FR0000064297,INNELEC MULTIMEDIA,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
FPG,FPG.PA,7342272.0,FR0000074197,UNION TECH.INFOR.,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
ALPAU,ALPAU.PA,7291834.0,FR0013479730,PAULIC MEUNERIE,ALXP,"45, Consumer Staples","4510, Food, Beverage and Tobacco","451020, Food Producers","45102030, Fruit and Grain Processing"
BIG,BIG.PA,6993046.0,FR0000074072,BIGBEN INTERACTIVE,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203040, Electronic Entertainment"
ALDBL,ALDBL.PA,6856195.0,FR0000066961,BERNARD LOISEAU,ALXP,"40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501040, Restaurants and Bars"
AVT,AVT.PA,6590128.0,FR001400CFI7,AVENIR TELECOM,XPAR,"15, Telecommunications","1510, Telecommunications","151010, Telecommunications Equipment","15101010, Telecommunications Equipment"
ALKLK,ALKLK.PA,6440973.0,FR0013156007,KERLINK,ALXP,"15, Telecommunications","1510, Telecommunications","151010, Telecommunications Equipment","15101010, Telecommunications Equipment"
ALUVI,ALUVI.PA,6257019.0,FR0011898584,UV GERMI,ALXP,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202030, Electronic Equipment: Pollution Control"
ALLGO,ALLGO.PA,6247534.0,FR0013308582,LARGO,ALXP,"10, Technology","1010, Technology","101020, Technology Hardware and Equipment","10102030, Computer Hardware"
ALESA,ALESA.PA,6220518.0,FR0011490648,ECOSLOPS,ALXP,"60, Energy","6010, Energy","601010, Oil, Gas and Coal","60101030, Oil Equipment and Services"
ALMET,ALMET.PA,6079318.0,FR0011217710,METHANOR,ALXP,"65, Utilities","6510, Utilities","651010, Electricity","65101010, Alternative Electricity"
ALDUB,ALDUB.PA,6018057.0,FR0004030708,ENCRES DUBUIT,ALXP,"55, Basic Materials","5520, Chemicals","552010, Chemicals","55201000, Chemicals: Diversified"
ALDNE,ALDNE.PA,5469756.0,FR0013331212,DONTNOD,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402030, Leisure Goods","40203040, Electronic Entertainment"
ALSPW,ALSPW.PA,5225025.0,FR001400N2P2,SPINEWAY,ALXP,"20, Health Care","2010, Health Care","201020, Medical Equipment and Services","20102010, Medical Equipment"
ALQGC,ALQGC.PA,5026087.0,FR0011648971,QUANTUM GENOMICS,ALXP,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
PROAC,PROAC.PA,5011343.0,FR0004052561,PROACTIS SA,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101020, Consumer Digital Services"
ALVIA,ALVIA.PA,4830248.0,FR0010326090,VIALIFE,ALXP,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401030, Specialty Retailers"
ALEXP,ALEXP.PA,4706621.0,FR0013266772,ONE EXPERIENCE,ALXP,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205020, Professional Business Support Services"
ALMUN,ALMUN.PA,4607116.0,FR0013462231,MUNIC,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
ALMAR,ALMAR.PA,4540928.0,FR0013400835,MARE NOSTRUM,ALXP,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205025, Business Training and Employment Agencies"
ALFLO,ALFLO.PA,4289320.0,FR001400GO75,FLORENTAISE,ALXP,"55, Basic Materials","5520, Chemicals","552010, Chemicals","55201015, Fertilizers"
ALSPT,ALSPT.PA,4118741.0,FR00140043Y1,SPARTOO,ALXP,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401020, Apparel Retailers"
ALNLF,ALNLF.PA,4066849.0,FR0011636083,NEOLIFE,ALXP,"50, Industrials","5010, Construction and Materials","501010, Construction and Materials","50101035, Building Materials: Other"
GJAJ,GJAJ.PA,3810205.0,FR0004010338,GROUPE JAJ,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402040, Personal Goods","40204020, Clothing and Accessories"
ALENT,ALENT.PA,3624883.0,FR0010424697,ETHERO,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101020, Consumer Digital Services"
NR21,NR21.PA,3607282.0,FR0014001PV6,NR21,XPAR,"40, Consumer Discretionary","4040, Retail","404010, Retailers","40401020, Apparel Retailers"
ALOKW,ALOKW.PA,3484843.0,FR0013439627,GROUPE OKWIND,ALXP,"65, Utilities","6510, Utilities","651010, Electricity","65101010, Alternative Electricity"
CHSR,CHSR.PA,3361162.0,FR0000060907,CHAUSSERIA,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402040, Personal Goods","40204025, Footwear"
ALREA,ALREA.PA,3322778.0,FR0011858190,REALITES,ALXP,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
ALDEV,ALDEV.PA,3050391.0,FR0000060840,DEVERNOIS,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402040, Personal Goods","40204020, Clothing and Accessories"
ALORD,ALORD.PA,3016667.0,FR0013318052,ORDISSIMO,ALXP,"10, Technology","1010, Technology","101020, Technology Hardware and Equipment","10102030, Computer Hardware"
EOS,EOS.PA,3008370.0,FR0000076861,ACTEOS,XPAR,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
ALIMR,ALIMR.PA,2942432.0,FR0013060100,IMMERSION,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101015, Software"
ALHPI,ALHPI.PA,2861654.0,FR0014010QE1,HOPIUM,ALXP,"40, Consumer Discretionary","4010, Automobiles and Parts","401010, Automobiles and Parts","40101020, Automobiles"
ALGEC,ALGEC.PA,2760941.0,FR001400M1R1,GECI INTL,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
BUI,BUI.PA,2652709.0,FR0000062788,BARBARA BUI,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402040, Personal Goods","40204020, Clothing and Accessories"
EGR,EGR.PA,2598474.0,FR0000035784,EVERGREEN,XPAR,"10, Technology","1010, Technology","101020, Technology Hardware and Equipment","10102030, Computer Hardware"
ITXT,ITXT.PA,2530000.0,FR0000064958,INTEXA,XPAR,"40, Consumer Discretionary","4020, Consumer Products and Services","402040, Personal Goods","40204020, Clothing and Accessories"
ALDOL,ALDOL.PA,2285024.0,FR001400SP13,DOLFINES,ALXP,"60, Energy","6010, Energy","601010, Oil, Gas and Coal","60101030, Oil Equipment and Services"
ALNMG,ALNMG.PA,2226082.0,FR001400RF99,NETMEDIA GROUP,ALXP,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
ALKLA,ALKLA.PA,2060002.0,FR0011038348,KLARSEN,ALXP,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
ALBPS,ALBPS.PA,1878401.0,FR001400OLP5,BIOPHYTIS,ALXP,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
ALINT,ALINT.PA,1814074.0,FR0010908723,INTEGRAGEN,ALXP,"20, Health Care","2010, Health Care","201030, Pharmaceuticals and Biotechnology","20103010, Biotechnology"
SLCO,SLCO.PA,1800395.0,FR0000065492,SELCODIS,XPAR,"50, Industrials","5020, Industrial Goods and Services","502050, Industrial Support Services","50205010, Industrial Suppliers"
ALSRS,ALSRS.PA,1655847.0,FR0010812230,SIRIUS MEDIA,ALXP,"40, Consumer Discretionary","4030, Média","403010, Média","40301020, Media Agencies"
ALLPL,ALLPL.PA,1551802.0,FR001400F2Z1,LEPERMISLIBRE,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402010, Consumer Services","40201010, Education Services"
CFI,CFI.PA,1485710.0,FR0000037475,CFI,XPAR,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
ALNMR,ALNMR.PA,1337519.0,FR0014003J32,NAMR,ALXP,"10, Technology","1010, Technology","101010, Software and Computer Services","10101010, Computer Services"
ALTHO,ALTHO.PA,1210561.0,FR00140066X4,METAVISIO,ALXP,"10, Technology","1010, Technology","101020, Technology Hardware and Equipment","10102030, Computer Hardware"
ALUCI,ALUCI.PA,1006668.0,FR0014013HG9,LUCIBEL,ALXP,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202040, Electronic Equipment: Other"
ALMAS,ALMAS.PA,973781.0,FR0004155687,MASTRAD,ALXP,"40, Consumer Discretionary","4020, Consumer Products and Services","402020, Household Goods and Home Construction","40202025, Household Equipment and Products"
ALEUP,ALEUP.PA,708219.0,FR0014011QJ8,EUROPLASMA,ALXP,"65, Utilities","6510, Utilities","651030, Waste and Disposal Services","65103035, Waste and Disposal Services"
MHM,MHM.PA,642129.0,FR001400IE67,MYHOTELMATCH,XPAR,"40, Consumer Discretionary","4050, Travel and Leisure","405010, Travel and Leisure","40501015, Travel and Tourism"
ALDBT,ALDBT.PA,615373.0,FR001400LO86,DBT,ALXP,"50, Industrials","5020, Industrial Goods and Services","502020, Electronic and Electrical Equipment","50202010, Electrical Components"
ALIMO,ALIMO.PA,517091.0,FR0014000RP6,GROUPIMO,ALXP,"35, Real Estate","3510, Real Estate","351010, Real Estate Investment and Services","35101010, Real Estate Holding and Development"
